0.0000,433.357639,421.445005,432.822411,400.794218,405.670815,438.400009,450.026897,498.679405
0.0156,277.386747,293.743250,336.913521,372.776018,332.257341,316.899915,329.625864,363.892809
0.0312,66.096858,72.831801,201.515922,208.709510,248.589789,206.790054,182.545234,187.677968
0.0469,114.523877,124.879123,84.330314,119.422652,104.400922,74.563994,22.664531,17.903917
0.0625,131.426838,129.733893,64.060567,100.875883,74.912436,48.227792,-48.954420,-49.948405
0.0781,-26.024131,-21.604382,88.214494,95.236144,120.826963,92.594172,-51.483883,-45.216871
0.0938,17.639942,2.635819,31.578426,38.524239,-24.403616,30.064389,50.646743,57.348715
0.1094,86.626776,79.493277,-80.049820,-79.001582,-60.913045,-57.766043,99.303795,83.537559
0.1250,-68.395827,-59.253272,-91.013312,-105.831539,-102.602109,-63.468529,86.280240,61.447418
0.1406,-0.761632,-7.019430,3.197153,-19.235086,-24.356335,-1.284615,-18.562682,-23.780753
0.1562,49.021631,84.445821,19.331166,43.880608,53.197284,-1.425758,-63.811472,-77.158568
0.1719,-32.750619,-10.843042,-11.194954,9.510320,-6.418306,-10.067692,-75.266996,-73.548243
0.1875,-36.729833,-46.976683,7.219583,-16.562721,13.295524,11.066051,6.687513,-1.220452
0.2031,79.880158,49.759595,93.262594,86.005116,96.228249,70.055444,74.994431,99.046629
0.2188,-45.846169,49.915680,116.189305,98.506904,101.749640,89.518421,90.305742,86.687887
0.2344,-60.574826,-29.479960,0.032904,50.597617,20.215595,53.494568,46.378875,7.846366
0.2500,71.632958,47.635524,-52.532518,-83.561331,-39.854154,-42.433893,-76.675059,-95.351168
0.2656,15.709212,45.676999,-37.540930,-51.436874,-58.296931,-40.020252,-92.336124,-71.052481
0.2812,-66.830599,-81.949271,-1.669919,-5.561721,-35.951172,27.832346,-25.797522,-59.950434
0.2969,-10.561109,20.106880,-20.205202,-63.489659,-40.183442,-44.145095,40.901753,80.930023
0.3125,29.331191,68.699724,-116.938897,-109.418035,-76.893728,-103.191563,86.844980,84.607379
0.3281,-59.923093,-58.467459,-24.384214,-29.121903,-45.956202,-43.669992,48.835739,58.998272
0.3438,17.295279,2.505880,76.584878,63.989603,79.054807,68.907358,-27.706413,-24.334497
0.3594,73.003513,13.734034,23.666173,100.042726,74.855048,74.430291,-109.937063,-97.370272
0.3750,-54.473028,-82.953476,17.493886,53.258473,31.067491,41.622995,-85.811804,-33.764009
0.3906,-55.340818,-56.014853,1.220917,20.814544,-14.616236,6.737249,24.800471,25.793284
0.4062,67.547416,80.456096,73.078950,71.948193,41.259679,39.320341,82.809510,108.053387
0.4219,-42.986197,32.697683,29.025483,10.835399,2.345263,24.312550,91.913560,35.596606
0.4375,-81.130146,-90.414778,-73.264298,-91.091982,-50.023629,-84.817965,-21.962599,22.659241
0.4531,65.430916,82.571897,-123.126431,-113.085222,-67.332423,-91.725167,-88.622075,-121.410981
0.4688,-11.641388,24.078868,-30.512768,-47.054712,-78.930146,-42.298277,-133.828295,-118.481716
0.4844,-33.057581,-91.214820,32.282893,8.877568,-7.284738,47.692888,-0.943768,9.497085
0.5000,119.178109,14.310058,-13.624176,19.905402,8.509419,-24.240902,88.835473,62.677278
0.5156,27.277122,11.152408,-45.718081,-26.739609,-36.737556,5.013969,118.366711,90.612786
0.5312,-60.004578,-72.361737,58.638722,77.370606,21.208349,30.109254,36.303869,22.438104
0.5469,-10.308394,31.450220,89.775981,128.720047,88.090209,112.085159,-41.492957,-67.850806
0.5625,60.886820,25.092951,109.318003,68.320921,49.084740,57.363055,-120.638535,-72.255541
0.5781,-81.754552,-71.031830,-51.152927,-63.469455,-32.009021,-8.573831,-59.172163,0.020998
0.5938,8.767509,6.425507,-56.604982,-45.582074,-50.590009,-68.229610,-1.508328,62.606859
0.6094,35.668148,52.832132,12.776308,-16.620189,-14.962384,-9.036568,76.903731,102.571263
0.6250,-76.757203,-53.855347,1.092506,-31.082005,-18.205265,-60.745378,73.500755,38.063089
0.6406,-52.227539,-24.874512,-73.429110,-88.503373,-75.035313,-69.886013,-67.996510,-41.201457
0.6562,90.751569,43.024466,-61.142208,-99.699946,-79.329964,-62.550780,-98.933574,-105.677143
0.6719,-58.999743,-2.464230,-23.371539,59.539503,-12.218555,59.069482,-82.597094,-77.141089
0.6875,-56.662980,-59.936144,75.056005,95.764233,151.674930,91.574862,-26.616852,2.215807
0.7031,89.832072,57.934333,22.681743,29.365847,68.686764,5.716404,64.296633,94.000067
0.7188,-26.713031,22.694420,22.187974,-6.544434,-4.613545,-0.172782,46.087371,74.028534
0.7344,-71.928466,-40.633337,48.708688,45.300237,46.826413,67.305335,22.578643,19.780607
0.7500,29.840124,11.468643,46.608123,30.422369,59.099481,80.101775,-105.809163,-68.598518
0.7656,36.134024,42.309241,-34.550634,-21.274005,-24.761749,-5.116961,-83.718393,-78.290287
0.7812,-86.235504,-86.228297,-107.381596,-86.125931,-78.842193,-112.293345,-34.864952,-29.304007
0.7969,42.570861,2.935351,-53.219961,-35.650309,-112.032127,-55.487187,35.298808,71.845220
0.8125,54.891573,42.538536,-17.285138,11.297064,-42.590200,-13.851107,103.620829,129.187028
0.8281,-94.099863,-52.336087,18.835407,10.030115,5.301122,-16.981636,87.326974,63.464028
0.8438,-6.769618,-17.040166,-35.520851,-32.177641,-29.495668,-4.097625,-25.950690,-56.520453
0.8594,30.018374,51.033468,39.017188,28.659143,-4.914571,46.617843,-96.627742,-112.107997
0.8750,-36.901523,-43.588833,63.854506,95.048313,106.583254,96.444633,-75.930500,-26.401427
0.8906,-20.661278,-16.966545,112.958137,87.432623,93.907581,93.179146,13.987197,24.875599
0.9062,64.003874,84.435539,-0.492173,4.702185,5.642521,-35.288405,69.812991,83.012883
0.9219,-8.024059,4.759143,-13.184355,-80.055917,-40.213789,-38.464540,92.621056,43.441664
0.9375,-55.638484,-68.457189,2.415417,14.978400,-25.396254,-8.326884,-67.714083,-0.346419
0.9531,103.263059,14.835080,-9.277177,-20.169473,-31.018861,1.648310,-130.012995,-77.062021
0.9688,1.076640,41.585750,-81.320254,-50.312732,-57.648152,-67.155498,-97.055543,-58.874010
0.9844,-74.155812,-43.954681,-73.102446,-50.145174,-68.204816,-108.133244,-34.916555,-9.469181
1.0000,70.242365,34.246158,34.599494,3.813587,-23.654800,26.229644,64.410861,79.491381
1.0156,26.980032,31.757116,81.414581,77.227223,70.564269,72.374781,107.095196,103.367294
1.0312,-80.519360,-71.744467,63.980789,71.490699,84.803149,35.605042,50.126288,19.981734
1.0469,30.786174,34.077011,-23.465612,19.362017,14.880807,-6.422870,-63.617913,-83.533135
1.0625,75.346503,75.727173,46.838054,12.585895,-0.109026,61.574389,-135.651313,-111.192565
1.0781,-88.285788,-41.274157,80.108510,37.757163,51.827006,47.241554,-51.879328,17.541137
1.0938,1.863683,-9.271052,23.765611,8.310212,29.156855,30.723074,63.831247,30.020626
1.1094,64.132233,42.469488,-88.995949,-79.634173,-85.796931,-119.495349,95.758857,79.252274
1.1250,-46.655200,-28.848272,-124.210067,-55.177328,-89.298687,-91.804532,58.835181,52.274506
1.1406,-13.247974,-29.390826,-23.272822,-26.235152,-11.238094,16.780393,-30.210375,-32.098671
1.1562,77.556597,67.443314,32.769734,30.439865,2.378790,20.676208,-121.179127,-82.246261
1.1719,-19.430512,-26.993376,-12.833564,1.846126,-1.201892,-9.077281,-102.134645,-86.555290
1.1875,-45.948393,-83.845297,1.629100,40.940636,5.766506,-37.481014,22.221023,44.889603
1.2031,76.334978,75.876434,91.035657,52.964395,104.554469,69.093702,76.034478,83.162890
1.2188,26.729250,14.378224,62.076327,123.798970,130.895451,121.813672,97.470677,71.066109
1.2344,-85.160652,-49.555523,46.333035,56.363206,43.249132,50.318265,-12.322393,38.058148
1.2500,69.628198,68.181321,-49.779340,-23.303310,-15.230247,-40.435352,-102.384916,-84.301260
1.2656,24.946475,-7.860944,-22.551217,-70.377954,-62.513501,-23.939789,-112.957491,-105.293845
1.2812,-89.855142,-78.023203,-3.343179,-23.131563,2.269084,-31.965314,-34.191159,-41.223168
1.2969,25.661855,11.889205,-15.270733,-51.579189,-42.755883,-64.105511,39.895648,103.681225
1.3125,45.345259,82.526790,-124.183203,-101.745290,-82.688955,-68.498486,56.380437,96.625382
1.3281,-53.141381,-36.975475,-32.808128,-37.974847,-8.443458,-42.889848,35.011922,69.773540
1.3438,22.787490,-2.082401,51.119380,58.285299,93.165584,69.754481,-59.992934,-80.090719
1.3594,74.013208,50.960744,61.395368,82.619474,58.546696,92.145237,-103.997857,-63.653410
1.3750,-54.121072,-74.232061,27.687512,33.754059,22.969891,15.164099,-61.945225,-85.689162
1.3906,-26.897452,-18.724004,18.598952,17.887671,-26.740509,7.667422,14.592601,4.078894
1.4062,47.724990,32.209503,51.064047,29.851679,83.983370,95.852158,103.445287,125.898563
1.4219,-43.462483,16.114847,47.856335,35.247415,57.533193,44.258056,87.410429,76.656704
1.4375,-56.229748,-50.827471,-63.756441,-53.672587,-77.641476,-17.195496,-2.426068,11.994500
1.4531,53.354816,111.278450,-131.131207,-97.922527,-120.771072,-122.796704,-84.451982,-116.319398
1.4688,26.679264,-7.183642,-32.752885,-63.426797,-48.178900,-55.953519,-83.306676,-121.137454
1.4844,-77.469343,-64.688754,29.168858,-13.420712,37.026692,46.794253,-17.858123,-4.560893
1.5000,57.554108,60.135456,9.062249,-8.087888,-12.819136,-32.854965,60.826990,95.945652
1.5156,26.188638,37.776801,14.828399,-8.634359,-9.209078,17.634577,56.487704,90.829954
1.5312,-55.691964,-84.728874,26.273124,61.017416,58.813488,25.073477,18.724228,13.914339
1.5469,33.883418,3.227902,119.012396,140.123924,63.841607,114.439822,-54.356359,-94.140626
1.5625,83.914685,89.753431,74.744901,61.374545,96.228444,87.828139,-77.808173,-66.980303
1.5781,-93.162003,-98.590012,-18.353510,-27.356062,-59.915576,-39.064250,-75.414128,-59.714351
1.5938,-20.155903,21.329848,-50.026934,-50.740133,-75.135727,-66.224984,64.934897,68.701283
1.6094,71.089843,55.507353,39.540960,-5.323631,-12.206521,-37.315625,109.201843,104.896166
1.6250,-59.580671,-44.237039,-14.815162,-51.845143,-31.904943,-26.600884,73.130354,62.386772
