366.853246,384.581656,352.674936,334.310321,363.411370,352.260553,329.593019,370.862109
342.739158,316.468893,313.875619,308.300080,332.662160,326.086000,323.222123,348.525421
339.438324,310.715991,289.850432,297.223042,301.244409,286.304058,299.585809,326.712070
300.812441,282.085182,276.444059,287.409716,245.432983,243.433484,294.092937,289.935593
291.106711,268.067981,246.882391,250.749845,238.901321,241.177876,274.899637,256.842340
245.912450,254.862359,270.474528,263.131205,229.311720,224.585601,243.124729,262.911352
226.609811,215.716423,202.988468,203.463702,226.885695,192.930091,223.224052,262.153712
160.214960,215.530768,217.955461,182.871154,208.695804,219.009090,224.190875,204.063808
141.182078,189.078147,182.345379,224.938773,193.453783,216.498434,190.379782,236.673406
116.508394,173.109468,213.620002,219.617561,187.266086,186.902381,219.713769,214.402786
75.062493,141.510978,172.763041,170.717379,164.179732,179.028952,184.203718,227.512558
71.706807,132.100080,158.935912,190.207304,184.366987,155.567657,194.034739,189.253207
40.198325,40.745344,150.984851,159.293895,144.750604,178.274345,194.573676,184.057080
27.961621,55.392204,120.774516,117.992665,146.536608,145.623483,166.597549,176.263827
-1.167154,37.899109,129.452304,135.373749,147.476056,110.180437,137.607690,130.774230
-8.238781,-6.922509,119.241521,106.592640,109.622763,94.257868,146.657472,134.973420
-19.816588,-39.540955,110.766343,74.617310,115.579177,107.125359,131.006218,140.773874
-22.435185,-30.701158,104.319928,73.171188,83.762594,84.159655,146.327420,105.361437
-7.268928,-35.051633,96.986947,78.712480,72.724642,71.519056,128.942073,114.696734
0.800066,-35.027692,72.962369,82.988298,98.463653,77.814368,85.083467,87.873402
16.737647,-51.367129,48.754690,61.982586,80.740203,57.222654,82.820802,69.750033
-0.311742,-33.713608,51.291852,34.291282,49.691582,40.650902,60.696395,34.056851
12.839988,-40.681851,33.873311,35.748239,43.056545,22.609953,75.428966,43.539748
17.474697,10.107409,57.161431,50.374241,17.173376,36.457641,68.378346,38.335654
23.300831,4.106422,37.052587,22.643525,31.923773,32.250355,22.911981,9.446477
74.490919,21.816348,-15.058498,-3.409345,8.840458,-8.499850,-4.476172,-18.848960
73.242601,14.927935,-9.935106,2.801268,-18.817474,5.384806,13.181645,2.495379
47.013428,54.476971,33.483576,17.561404,4.433395,21.959747,-37.142059,-40.357216
61.825871,66.236692,24.742124,17.743713,18.913664,-0.483335,-52.485983,-60.459937
52.307900,75.116406,15.731660,14.753612,-9.220238,2.720635,-48.264456,-64.475188
80.397754,63.051421,8.594063,-1.226082,1.244683,29.249568,-27.117202,-64.061987
50.551982,56.695799,9.746489,-2.261132,25.679776,27.466231,-60.744517,-72.436821
37.450073,69.471473,24.710123,13.777882,27.535589,-19.752720,-81.972223,-110.794845
23.565285,68.832308,20.197302,29.038768,28.030649,21.239320,-85.742742,-111.775250
1.535452,37.158906,29.028050,20.977264,32.820773,28.686426,-104.623803,-73.189434
-17.570849,33.670708,36.711461,39.236272,44.878889,10.898796,-90.419550,-82.431399
-24.451582,20.950551,60.250524,27.753145,55.207818,46.921044,-94.095846,-98.924287
-19.723611,-9.736824,36.251882,28.924897,25.985075,37.436044,-110.513417,-114.107723
-50.944015,-20.890611,42.621356,12.174331,42.233257,31.320443,-114.721428,-107.552064
-74.410482,-35.904548,39.550445,64.483574,56.966440,26.628420,-104.642396,-95.256674
-78.845542,-62.589601,42.900394,66.267236,23.373840,42.985436,-73.549842,-75.728611
-58.023061,-51.703358,39.731974,63.161950,44.474240,20.326575,-94.392401,-80.104875
-76.740773,-41.982174,49.740767,61.595886,23.747062,10.045102,-113.460953,-68.425930
-42.399046,-29.594339,32.596451,15.052776,18.007246,25.956441,-87.950946,-43.871428
-37.116767,-59.490310,17.870406,50.294252,32.245141,20.422991,-61.819806,-49.670022
-29.291453,-68.513861,14.517511,28.764561,0.117006,28.105539,-73.898226,-44.438909
-12.355200,-58.124270,22.393510,18.267832,29.244313,15.551342,-59.086828,-12.549275
-30.325267,-28.836599,-8.769398,14.448852,3.674802,-11.491163,-28.699774,4.191312
2.148721,-36.359123,-20.316442,17.371911,-10.460736,-35.839327,-19.259922,9.148541
37.904123,14.727773,-24.473781,-9.261486,-41.305553,1.294757,11.072157,-2.113951
30.968845,-6.876132,-20.997565,-39.447869,-53.849746,-16.380989,-9.571534,8.459207
42.036911,23.026903,-59.137647,-19.444178,-13.320280,-31.438438,-0.745798,29.804735
62.237478,31.974467,-57.642980,-83.415869,-44.858146,-64.460798,26.876969,49.754695
